DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/13/2016,18:35,MANHATTAN,10016,40.7460781,-73.9749359,"(40.7460781, -73.9749359)",2 AVENUE,EAST 36 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3407829,PASSENGER VEHICLE,BICYCLE,,,
04/13/2016,15:33,MANHATTAN,10128,40.7845155,-73.9498247,"(40.7845155, -73.9498247)",3 AVENUE,EAST 95 STREET,,1,0,0,0,1,0,0,0,Oversized Vehicle,Oversized Vehicle,,,,3408889,BICYCLE,,,,
04/14/2016,8:00,MANHATTAN,10028,40.7727075,-73.9494762,"(40.7727075, -73.9494762)",YORK AVENUE,EAST 81 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3408899,PASSENGER VEHICLE,BICYCLE,,,
04/14/2016,21:15,MANHATTAN,10014,40.7336333,-74.0027856,"(40.7336333, -74.0027856)",CHRISTOPHER STREET,7 AVENUE SOUTH,,1,0,0,0,1,0,0,0,Illness,Illness,,,,3406047,PASSENGER VEHICLE,BICYCLE,,,
04/14/2016,16:00,MANHATTAN,10001,40.7460038,-73.9942618,"(40.7460038, -73.9942618)",WEST 26 STREET,7 AVENUE,,1,0,0,0,1,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3407053,PASSENGER VEHICLE,BICYCLE,,,
04/14/2016,14:15,MANHATTAN,10019,40.7640559,-73.9922423,"(40.7640559, -73.9922423)",WEST 49 STREET,10 AVENUE,,1,0,0,0,1,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3408370,PASSENGER VEHICLE,BICYCLE,,,
04/14/2016,12:41,MANHATTAN,10012,40.7209387,-73.993795,"(40.7209387, -73.993795)",SPRING STREET,BOWERY,,1,0,0,0,1,0,0,0,Aggressive Driving/Road Rage,Aggressive Driving/Road Rage,,,,3405802,PASSENGER VEHICLE,BICYCLE,,,
04/15/2016,1:00,MANHATTAN,10024,40.7857344,-73.9764412,"(40.7857344, -73.9764412)",WEST 83 STREET,AMSTERDAM AVENUE,,1,0,0,0,1,0,0,0,Physical Disability,Physical Disability,,,,3409271,PASSENGER VEHICLE,BICYCLE,,,
04/15/2016,19:00,MANHATTAN,10009,40.7263974,-73.9861638,"(40.7263974, -73.9861638)",1 AVENUE,EAST 6 STREET,,2,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,,,,,3406408,MOTORCYCLE,,,,
04/15/2016,19:00,MANHATTAN,10011,40.7452931,-73.9984879,"(40.7452931, -73.9984879)",WEST 23 STREET,8 AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,3406725,PASSENGER VEHICLE,BICYCLE,,,
04/15/2016,18:00,MANHATTAN,10026,40.7994585,-73.9515291,"(40.7994585, -73.9515291)",LENOX AVENUE,WEST 112 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3410181,PASSENGER VEHICLE,BICYCLE,,,
04/15/2016,16:40,MANHATTAN,10037,40.8128757,-73.9417437,"(40.8128757, -73.9417437)",,,462 LENOX AVENUE,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3410437,PASSENGER VEHICLE,BICYCLE,OTHER,,
04/15/2016,16:25,MANHATTAN,10001,40.7490533,-73.9957485,"(40.7490533, -73.9957485)",8 AVENUE,WEST 29 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3407446,PASSENGER VEHICLE,BICYCLE,,,
04/15/2016,14:30,MANHATTAN,10016,40.7484375,-73.9845604,"(40.7484375, -73.9845604)",EAST 34 STREET,5 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,Unspecified,,,3407447,PASSENGER VEHICLE,BICYCLE,PASSENGER VEHICLE,,
04/15/2016,10:40,MANHATTAN,10001,40.7507879,-74.0056304,"(40.7507879, -74.0056304)",11 AVENUE,WEST 26 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3406712,BICYCLE,,,,
04/16/2016,23:44,MANHATTAN,10022,40.7583736,-73.9709932,"(40.7583736, -73.9709932)",EAST 53 STREET,LEXINGTON AVENUE,,1,0,0,0,1,0,0,0,Physical Disability,Physical Disability,,,,3407862,PASSENGER VEHICLE,BICYCLE,,,
01/04/2016,11:47,MANHATTAN,10022,40.7578587,-73.975592,"(40.7578587, -73.975592)",EAST 50 STREET,MADISON AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3365115,OTHER,BICYCLE,,,
01/06/2016,14:30,MANHATTAN,10013,40.7217265,-74.0053068,"(40.7217265, -74.0053068)",AVENUE OF THE AMERICAS,LAIGHT STREET,,1,0,0,0,1,0,0,0,Prescription Medication,Unspecified,,,,3365770,TAXI,BICYCLE,,,
01/07/2016,7:45,MANHATTAN,10014,40.7296285,-74.0083996,"(40.7296285, -74.0083996)",CLARKSON STREET,GREENWICH STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Passenger Distraction,,,,3366407,LIVERY VEHICLE,BICYCLE,,,
01/07/2016,1:53,MANHATTAN,10018,40.7553738,-73.9874463,"(40.7553738, -73.9874463)",WEST 41 STREET,7 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Failure to Keep Right,,,,3366425,PASSENGER VEHICLE,BICYCLE,,,
01/07/2016,11:45,MANHATTAN,10001,40.7514385,-73.9976793,"(40.7514385, -73.9976793)",9 AVENUE,WEST 31 STREET,,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,3366430,PASSENGER VEHICLE,BICYCLE,,,
01/08/2016,21:40,MANHATTAN,10016,40.7488862,-73.9758407,"(40.7488862, -73.9758407)",EAST 39 STREET,3 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3367474,PASSENGER VEHICLE,BICYCLE,,,
01/08/2016,19:50,MANHATTAN,10019,40.7679171,-73.9857147,"(40.7679171, -73.9857147)",WEST 57 STREET,9 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3367484,SPORT UTILITY / STATION WAGON,BICYCLE,,,
01/08/2016,17:30,MANHATTAN,10019,40.762065,-73.9836295,"(40.762065, -73.9836295)",WEST 51 STREET,BROADWAY,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3367486,SPORT UTILITY / STATION WAGON,BICYCLE,,,
01/08/2016,16:15,MANHATTAN,10025,40.7954563,-73.9656282,"(40.7954563, -73.9656282)",COLUMBUS AVENUE,WEST 100 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Passenger Distraction,,,,3367003,PASSENGER VEHICLE,BICYCLE,,,
01/08/2016,12:59,MANHATTAN,10023,40.7798072,-73.9844773,"(40.7798072, -73.9844773)",WEST 72 STREET,WEST END AVENUE,,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,3368008,VAN,BICYCLE,,,
01/09/2016,18:50,MANHATTAN,10022,40.7576386,-73.9634098,"(40.7576386, -73.9634098)",EAST 56 STREET,1 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3368515,SPORT UTILITY / STATION WAGON,BICYCLE,,,
01/09/2016,16:14,MANHATTAN,10022,40.759308,-73.9652931,"(40.759308, -73.9652931)",EAST 57 STREET,2 AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,Other Vehicular,,,,3367479,TAXI,BICYCLE,,,
01/09/2016,13:45,MANHATTAN,10025,40.7959573,-73.9708287,"(40.7959573, -73.9708287)",BROADWAY,WEST 98 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Passenger Distraction,,,,3367513,SPORT UTILITY / STATION WAGON,BICYCLE,,,
01/09/2016,13:35,MANHATTAN,10022,40.7612344,-73.9638843,"(40.7612344, -73.9638843)",EAST 60 STREET,2 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Other Vehicular,,,,3367494,PASSENGER VEHICLE,BICYCLE,,,
01/09/2016,12:20,MANHATTAN,10017,40.7521198,-73.9776766,"(40.7521198, -73.9776766)",EAST 42 STREET,PARK AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3367467,TAXI,BICYCLE,,,
01/10/2016,20:40,MANHATTAN,10004,40.7074505,-74.0119459,"(40.7074505, -74.0119459)",BROADWAY,RECTOR STREET,,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,,,,3367935,TAXI,BICYCLE,,,
01/10/2016,18:00,MANHATTAN,10010,40.7385503,-73.9804201,"(40.7385503, -73.9804201)",EAST 24 STREET,2 AVENUE,,1,0,0,0,1,0,0,0,Backing Unsafely,Unspecified,,,,3368507,UNKNOWN,BICYCLE,,,
01/11/2016,9:15,MANHATTAN,10021,40.766868,-73.9597766,"(40.766868, -73.9597766)",2 AVENUE,EAST 69 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Passenger Distraction,,,,3370514,SMALL COM VEH(4 TIRES),BICYCLE,,,
01/12/2016,13:20,MANHATTAN,10029,40.7979463,-73.9400231,"(40.7979463, -73.9400231)",EAST 116 STREET,3 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3369183,TAXI,BICYCLE,,,
01/13/2016,22:00,MANHATTAN,10010,40.7416232,-73.9937353,"(40.7416232, -73.9937353)",6 AVENUE,WEST 21 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3369834,TAXI,BICYCLE,,,
01/13/2016,19:30,MANHATTAN,10022,40.7545048,-73.9656962,"(40.7545048, -73.9656962)",EAST 51 STREET,1 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3369853,LARGE COM VEH(6 OR MORE TIRES),BICYCLE,,,
01/13/2016,12:50,MANHATTAN,10007,40.7136184,-74.0067527,"(40.7136184, -74.0067527)",WARREN STREET,BROADWAY,,1,0,0,0,1,0,0,0,,,,,,3369796,OTHER,BICYCLE,,,
01/13/2016,10:00,MANHATTAN,10010,40.7389026,-73.9873015,"(40.7389026, -73.9873015)",PARK AVENUE SOUTH,EAST 21 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3372731,SPORT UTILITY / STATION WAGON,BICYCLE,,,
01/15/2016,20:25,MANHATTAN,10002,40.7158555,-73.9949534,"(40.7158555, -73.9949534)",CHRYSTIE STREET,CANAL STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3372152,SPORT UTILITY / STATION WAGON,BICYCLE,,,
01/15/2016,20:15,MANHATTAN,10023,40.7742266,-73.9811136,"(40.7742266, -73.9811136)",COLUMBUS AVENUE,WEST 67 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3372222,PASSENGER VEHICLE,BICYCLE,,,
01/15/2016,20:10,MANHATTAN,10002,40.7140518,-73.9901992,"(40.7140518, -73.9901992)",RUTGERS STREET,EAST BROADWAY,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,3371039,PASSENGER VEHICLE,BICYCLE,,,
01/18/2016,14:10,MANHATTAN,10026,40.8032165,-73.9525305,"(40.8032165, -73.9525305)",WEST 116 STREET,7 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3373209,PASSENGER VEHICLE,BICYCLE,,,
01/20/2016,23:20,MANHATTAN,10037,40.812739,-73.9376183,"(40.812739, -73.9376183)",WEST 135 STREET,5 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3374634,PASSENGER VEHICLE,BICYCLE,,,
01/20/2016,22:27,MANHATTAN,10019,40.7656758,-73.9762353,"(40.7656758, -73.9762353)",CENTRAL PARK SOUTH,AVENUE OF THE AMERICAS,,1,0,0,0,1,0,0,0,Lost Consciousness,Lost Consciousness,,,,3374582,TAXI,BICYCLE,,,
01/20/2016,17:40,MANHATTAN,10027,40.8101738,-73.9511673,"(40.8101738, -73.9511673)",WEST 125 STREET,8 AVENUE,,1,0,0,0,1,0,0,0,Passenger Distraction,Passenger Distraction,,,,3374627,PASSENGER VEHICLE,BICYCLE,,,
01/20/2016,14:45,MANHATTAN,10003,40.7359879,-73.9894563,"(40.7359879, -73.9894563)",UNION SQUARE EAST,EAST 16 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3373868,PICK-UP TRUCK,BICYCLE,,,
01/20/2016,14:34,MANHATTAN,10022,40.7589494,-73.9684806,"(40.7589494, -73.9684806)",EAST 55 STREET,3 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3373893,PASSENGER VEHICLE,BICYCLE,,,
01/20/2016,13:46,MANHATTAN,10016,40.747067,-73.9792374,"(40.747067, -73.9792374)",EAST 35 STREET,LEXINGTON AVENUE,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,3378093,TAXI,BICYCLE,,,
01/21/2016,10:20,MANHATTAN,10007,40.7149466,-74.0096819,"(40.7149466, -74.0096819)",WARREN STREET,WEST BROADWAY,,1,0,0,0,1,0,0,0,Other Vehicular,Other Vehicular,,,,3374507,PASSENGER VEHICLE,BICYCLE,,,
01/23/2016,13:34,MANHATTAN,10025,40.8005073,-73.9679733,"(40.8005073, -73.9679733)",WEST 105 STREET,BROADWAY,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3376449,PASSENGER VEHICLE,BICYCLE,,,
01/26/2016,20:55,MANHATTAN,10024,40.7914677,-73.9741062,"(40.7914677, -73.9741062)",WEST 91 STREET,BROADWAY,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3378147,TAXI,BICYCLE,,,
01/27/2016,19:00,MANHATTAN,10017,40.7541542,-73.9803938,"(40.7541542, -73.9803938)",WEST 43 STREET,5 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3378091,TAXI,BICYCLE,,,
01/27/2016,17:00,MANHATTAN,10075,40.7763189,-73.962125,"(40.7763189, -73.962125)",EAST 79 STREET,MADISON AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,,,,3378139,PASSENGER VEHICLE,BICYCLE,,,
01/27/2016,15:00,MANHATTAN,10016,40.7466818,-73.9744953,"(40.7466818, -73.9744953)",EAST 37 STREET,2 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Other Vehicular,,,,3378099,SPORT UTILITY / STATION WAGON,BICYCLE,,,
01/27/2016,11:30,MANHATTAN,10002,40.7234252,-73.9902736,"(40.7234252, -73.9902736)",FORSYTH STREET,EAST HOUSTON STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3378049,PASSENGER VEHICLE,BICYCLE,,,
01/27/2016,10:30,MANHATTAN,10010,40.7416232,-73.9937353,"(40.7416232, -73.9937353)",AVENUE OF THE AMERICAS,WEST 21 STREET,,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,,,,3378080,TAXI,BICYCLE,,,
01/28/2016,20:30,MANHATTAN,10038,40.7069816,-74.0064562,"(40.7069816, -74.0064562)",PEARL STREET,FLETCHER STREET,,1,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,,,,3379878,UNKNOWN,BICYCLE,,,
01/28/2016,10:45,MANHATTAN,10022,40.7612344,-73.9638843,"(40.7612344, -73.9638843)",2 AVENUE,EAST 60 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3384484,SPORT UTILITY / STATION WAGON,BICYCLE,,,
01/30/2016,4:30,MANHATTAN,10025,40.7940523,-73.9703673,"(40.7940523, -73.9703673)",WEST 96 STREET,AMSTERDAM AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,,,,3379999,UNKNOWN,BICYCLE,,,
01/30/2016,14:10,MANHATTAN,10032,40.8308918,-73.9413666,"(40.8308918, -73.9413666)",SAINT NICHOLAS AVENUE,WEST 155 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3380652,UNKNOWN,BICYCLE,,,
01/31/2016,13:47,MANHATTAN,10003,40.7297762,-73.9868089,"(40.7297762, -73.9868089)",2 AVENUE,EAST 10 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3380576,TAXI,BICYCLE,,,
02/01/2016,13:55,MANHATTAN,10036,40.7572565,-73.9858217,"(40.7572565, -73.9858217)",WEST 44 STREET,BROADWAY,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3381178,SPORT UTILITY / STATION WAGON,BICYCLE,,,
02/02/2016,19:20,MANHATTAN,10037,40.8154026,-73.9399099,"(40.8154026, -73.9399099)",WEST 137 STREET,LENOX AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,,,,3382724,PASSENGER VEHICLE,BICYCLE,,,
02/02/2016,15:10,MANHATTAN,10018,40.7559505,-73.9907272,"(40.7559505, -73.9907272)",8 AVENUE,WEST 40 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,,,3382648,TAXI,BICYCLE,,,
02/03/2016,21:36,MANHATTAN,10003,40.7334357,-73.9954897,"(40.7334357, -73.9954897)",WEST 10 STREET,5 AVENUE,,1,0,0,0,1,0,0,0,Physical Disability,Physical Disability,,,,3383279,LIVERY VEHICLE,BICYCLE,,,
02/03/2016,16:10,MANHATTAN,10009,40.7274668,-73.9794708,"(40.7274668, -73.9794708)",AVENUE B,EAST 11 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Passenger Distraction,,,,3383291,TAXI,BICYCLE,,,
02/04/2016,21:00,MANHATTAN,10002,40.7176501,-73.9886691,"(40.7176501, -73.9886691)",ESSEX STREET,BROOME STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3383881,PASSENGER VEHICLE,BICYCLE,,,
02/04/2016,16:45,MANHATTAN,10001,40.7484685,-73.9924606,"(40.7484685, -73.9924606)",7 AVENUE,WEST 30 STREET,,1,0,0,0,1,0,0,0,Reaction to Other Uninvolved Vehicle,Reaction to Other Uninvolved Vehicle,,,,3383310,TAXI,BICYCLE,,,
02/05/2016,15:25,MANHATTAN,10025,40.797837,-73.9694554,"(40.797837, -73.9694554)",BROADWAY,WEST 101 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3383957,PICK-UP TRUCK,BICYCLE,,,
02/06/2016,20:00,MANHATTAN,10016,40.7451158,-73.9806599,"(40.7451158, -73.9806599)",EAST 32 STREET,LEXINGTON AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3384970,UNKNOWN,BICYCLE,,,
02/07/2016,13:50,MANHATTAN,10016,40.7465356,-73.9859503,"(40.7465356, -73.9859503)",WEST 31 STREET,5 AVENUE,,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,3384973,LIVERY VEHICLE,BICYCLE,,,
02/07/2016,12:00,MANHATTAN,10021,40.7674936,-73.9593177,"(40.7674936, -73.9593177)",2 AVENUE,EAST 70 STREET,,1,0,0,0,1,0,0,0,Lost Consciousness,Unspecified,Unspecified,,,3384990,PASSENGER VEHICLE,BICYCLE,PASSENGER VEHICLE,,
02/09/2016,13:32,MANHATTAN,10001,40.753261,-74.0038223,"(40.753261, -74.0038223)",11 AVENUE,WEST 30 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3386014,PASSENGER VEHICLE,BICYCLE,,,
02/10/2016,18:58,MANHATTAN,10035,40.8025617,-73.9429917,"(40.8025617, -73.9429917)",EAST 120 STREET,MADISON AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3387177,PASSENGER VEHICLE,BICYCLE,,,
02/10/2016,15:10,MANHATTAN,10012,40.7230221,-73.9988131,"(40.7230221, -73.9988131)",SPRING STREET,BROADWAY,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3387095,TAXI,BICYCLE,,,
02/10/2016,13:16,MANHATTAN,10019,40.7660449,-73.983365,"(40.7660449, -73.983365)",8 AVENUE,WEST 56 STREET,,1,0,0,0,1,0,0,0,Illness,Lost Consciousness,,,,3387152,TAXI,BICYCLE,,,
02/11/2016,23:56,MANHATTAN,10029,40.7889493,-73.9405585,"(40.7889493, -73.9405585)",1 AVENUE,EAST 105 STREET,,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,3387804,PASSENGER VEHICLE,BICYCLE,,,
02/11/2016,13:00,MANHATTAN,10010,40.7407905,-73.9838116,"(40.7407905, -73.9838116)",EAST 25 STREET,LEXINGTON AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3387127,TAXI,BICYCLE,,,
02/12/2016,3:15,MANHATTAN,10019,40.768595,-73.9852164,"(40.768595, -73.9852164)",WEST 58 STREET,9 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3387772,PICK-UP TRUCK,BICYCLE,,,
02/12/2016,22:45,MANHATTAN,10012,40.728067,-73.9989537,"(40.728067, -73.9989537)",LAGUARDIA PLACE,BLEECKER STREET,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,3388217,UNKNOWN,BICYCLE,,,
02/12/2016,21:45,MANHATTAN,10029,40.7986223,-73.9416189,"(40.7986223, -73.9416189)",EAST 116 STREET,LEXINGTON AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3387827,TAXI,BICYCLE,,,
02/12/2016,20:50,MANHATTAN,10001,40.7453835,-73.9947093,"(40.7453835, -73.9947093)",7 AVENUE,WEST 25 STREET,,1,0,0,0,1,0,0,0,Lost Consciousness,Turning Improperly,,,,3387743,SPORT UTILITY / STATION WAGON,BICYCLE,,,
02/12/2016,18:20,MANHATTAN,10003,40.7313217,-73.9886127,"(40.7313217, -73.9886127)",EAST 11 STREET,3 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3388224,SPORT UTILITY / STATION WAGON,BICYCLE,,,
02/12/2016,17:40,MANHATTAN,10009,40.7313511,-73.9825546,"(40.7313511, -73.9825546)",EAST 14 STREET,1 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3387742,PASSENGER VEHICLE,BICYCLE,,,
02/12/2016,13:00,MANHATTAN,10010,40.7383125,-73.9877418,"(40.7383125, -73.9877418)",PARK AVENUE SOUTH,EAST 20 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3387736,SPORT UTILITY / STATION WAGON,BICYCLE,,,
02/14/2016,19:00,MANHATTAN,10022,40.7595778,-73.9680255,"(40.7595778, -73.9680255)",EAST 56 STREET,3 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3388787,PASSENGER VEHICLE,BICYCLE,,,
02/16/2016,21:39,MANHATTAN,10022,40.7551305,-73.9652411,"(40.7551305, -73.9652411)",EAST 52 STREET,1 AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,Other Vehicular,,,,3389943,SPORT UTILITY / STATION WAGON,BICYCLE,,,
02/16/2016,12:30,MANHATTAN,10010,40.7415488,-73.9895745,"(40.7415488, -73.9895745)",EAST 23 STREET,5 AVENUE,,1,0,0,0,1,0,0,0,Lost Consciousness,Unspecified,,,,3389303,SPORT UTILITY / STATION WAGON,BICYCLE,,,
02/16/2016,0:05,MANHATTAN,10021,40.7664937,-73.9569573,"(40.7664937, -73.9569573)",EAST 70 STREET,1 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,,,,,3389342,TAXI,,,,
02/17/2016,20:00,MANHATTAN,10003,40.7291862,-73.9872492,"(40.7291862, -73.9872492)",EAST 9 STREET,2 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3390513,SPORT UTILITY / STATION WAGON,BICYCLE,,,
02/17/2016,10:00,MANHATTAN,10014,40.7333726,-74.0025727,"(40.7333726, -74.0025727)",GROVE STREET,WEST 4 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Passenger Distraction,,,,3389905,VAN,BICYCLE,,,
02/18/2016,19:50,MANHATTAN,10036,40.7572323,-73.9897922,"(40.7572323, -73.9897922)",WEST 42 STREET,8 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,,,,,3391107,PASSENGER VEHICLE,BICYCLE,,,
02/22/2016,10:00,MANHATTAN,10016,40.7427065,-73.9845256,"(40.7427065, -73.9845256)",EAST 27 STREET,PARK AVENUE SOUTH,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3393943,SMALL COM VEH(4 TIRES),BICYCLE,,,
02/23/2016,14:48,MANHATTAN,10012,40.7256458,-73.9920628,"(40.7256458, -73.9920628)",BOWERY,EAST 2 STREET,,1,0,0,0,1,0,0,0,Illness,Unspecified,,,,3393222,PASSENGER VEHICLE,BICYCLE,,,
02/23/2016,12:00,MANHATTAN,10001,40.7478537,-73.9929082,"(40.7478537, -73.9929082)",WEST 29 STREET,7 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3393254,TAXI,BICYCLE,,,
02/24/2016,22:57,MANHATTAN,10024,40.7838299,-73.9778249,"(40.7838299, -73.9778249)",AMSTERDAM AVENUE,WEST 80 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3394629,TAXI,BICYCLE,,,
02/24/2016,13:15,MANHATTAN,10001,40.7502939,-73.9948425,"(40.7502939, -73.9948425)",WEST 31 STREET,8 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3393963,TAXI,BICYCLE,,,
02/24/2016,12:20,MANHATTAN,10022,40.7604196,-73.9758293,"(40.7604196, -73.9758293)",5 AVENUE,WEST 53 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3394001,PASSENGER VEHICLE,BICYCLE,,,
02/25/2016,20:50,MANHATTAN,10002,40.7219864,-73.9855153,"(40.7219864, -73.9855153)",EAST HOUSTON STREET,NORFOLK STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3394583,PASSENGER VEHICLE,BICYCLE,,,
02/25/2016,20:30,MANHATTAN,10005,40.7063749,-74.0071306,"(40.7063749, -74.0071306)",PEARL STREET,CEDAR STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3395169,PASSENGER VEHICLE,BICYCLE,,,
02/25/2016,19:45,MANHATTAN,10016,40.7508437,-73.9786082,"(40.7508437, -73.9786082)",PARK AVENUE,EAST 40 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3395211,SPORT UTILITY / STATION WAGON,BICYCLE,,,
